question_id,user_input,response,reference,retrieved_contexts,reference_contexts,retrieved_contexts_count,reference_contexts_count,retrieved_context_ids,reference_context_ids,errors,context_precision,context_recall,response_relevancy,faithfulness,answer_accuracy,context_relevance,response_groundedness,semantic_similarity,bleu_score,rouge1,rougeL
Q_024,What qualifies as inpatient care under the policy?,"This policy covers **inpatient hospitalization** when you stay in a hospital for at least 24 hours for treatment. The coverage depends on two main parts: the **room rent limit** and **consultation charges**.

For **room rent**, the policy pays only up to a certain amount that is considered fair and standard for the hospital and location. It does not cover the full cost of a room but only a portion of it, as defined in the policy. The exact limit is not specified in the chunks provided, but it is tied to what is considered ""reasonable and customary"" for the area (Chunk 2). If the hospital charges a package rate (a fixed price for room, boarding, and nursing), the policy will calculate the room and nursing charges at a maximum of Rs 5000 per day for the first 24-hour stay or longer (Chunk 3).

For **consultation charges**, these are included under ""Reasonable and Customary Charges"" (Chunk 2). This means the policy will cover fees for doctors or specialists who consult you during your stay, but only if those fees are standard for the area and related to your medically necessary treatment. The policy does not specify a separate limit for consultation fees, but it will only pay what is reasonable and customary.

The policy also covers **post-hospitalization expenses** like follow-up consultations, but only up to 7% of your hospitalization costs, with a maximum of Rs 5000 per stay (Chunk 4). This does not apply to room rent or boarding costs.",Inpatient care means treatment for which the insured person has to stay in a hospital for more than 24 hours for a covered event.,"[""Expenses relating to hospitalization will be considered in proportion to the eligible room rent stated in the"", ""Reasonable and Customary Charges: Reasonable and Customary charges means the charges for services or supplies, which are the standard charges for the specific provider and consistent with the prevailing charges in the geographical area for identical or similar services, taking into account the nature of the illness / injury involved. Room Rent: Room Rent means the amount charged by a Hospital towards Room and Boarding expenses and shall include the associated medical expenses. Specific waiting period: Specific waiting period means a period up to 36 months from the commencement of a health insurance policy during which period specified diseases/treatments (except due to an accident) are not covered. On completion of the period, diseases/treatments shall be covered provided the policy has been continuously renewed without any break. Surgery or Surgical Procedure: Surgery or Surgical Procedure means manual and / or operative procedure(s) required for treatment of an illness or injury, correction of deformities and defects, diagnosis and cure of diseases, relief from suffering and prolongation of life, performed in a hospital or day care centre by a medical practitioner."", ""Where Package rates are charged by the hospitals the Post-Hospitalization benefit will be calculated after taking the room, boarding and nursing charges at Rs 5000/- per day. The expenses as above are payable only where the in-patient hospitalization is for a minimum period of 24 hours. However this time limit will not apply to the day-care treatments detailed elsewhere in the policy. Policy Wordings Classic Group Health Insurance Unique Identification No.: SHAHLGP21239V022021 7"", ""F) Post \u2013Hospitalization expenses incurred up to 60 days after discharge from the hospital. The amount payable shall not exceed the sum equivalent to 7% of the hospitalization expenses subject to a maximum of Rs5000/- per hospitalization. For the purpose of calculation of the 7%, only nursing expenses, surgeon\u2019s / consultants fees, diagnostic charges and cost of drugs and medicines will be taken G) Coverage for Modern Treatment The expenses payable during the entire policy period for treatment of the following diseases/ conditions (either as a day care or as in-patient exceeding 24hrs of admission in the hospital) is limited to the amount mentioned in table below"", ""In-Patient: In-Patient means an Insured Person who is admitted to Hospital and stays there for a minimum period of 24 hours for the sole purpose of receiving treatment. C. COVERAGE In consideration of the premium paid, subject to the terms, conditions, exclusions and definitions contained herein the Company agrees as under. That if during the period stated in the Schedule the Insured Person/s shall contract any disease or suffer from any illness or sustain bodily injury through accident and if such disease or injury shall require the Insured Person/s, upon the advice of a Physician/Medical Specialist /Medical Practitioner or of duly Qualified Surgeon to incur Hospitalization expenses during the period stated in the schedule for medical/surgical treatment at any Policy Wordings Classic Group Health Insurance Unique Identification No.: SHAHLGP21239V022021 5"", ""ICU Charges: ICU (Intensive Care Unit) Charges means the amount charged by a Hospital towards ICU expenses which shall include the expenses for ICU bed, general medical support services provided to any ICU patient including monitoring devices, critical care nursing and intensivist charges. Medical Advice: Medical Advice means any consultation or advice from a Medical Practitioner including the issuance of any prescription or follow-up prescription. Medical Expenses: Medical Expenses means those expenses that an Insured Person has necessarily and actually incurred for medical treatment on account of Illness or Accident on the advice of a Medical Practitioner, as long as these are no more than would have been payable if the Insured Person had not been insured and Policy Wordings Classic Group Health Insurance Unique Identification No.: SHAHLGP21239V022021 3""]","[""Injury: Injury means accidental physical bodily harm excluding illness or disease solely and directly caused by external, violent, visible and evident means which is verified and certified by a Medical Practitioner. Inpatient Care Inpatient care means treatment for which the insured person has to stay in a hospital for more than 24 hours for a covered event. Intensive Care Unit: Intensive care unit means an identified section, ward or wing of a hospital which is under the constant supervision of a dedicated medical practitioner(s), and which is specially equipped for the continuous monitoring and treatment of patients who are in a critical condition, or require life support facilities and where the level of care and supervision is considerably more sophisticated and intensive than in the ordinary and other wards. ICU Charges: ICU (Intensive Care Unit) Charges means the amount charged by a Hospital towards ICU expenses which shall include the expenses for ICU bed, general medical support services provided to any ICU patient including monitoring devices, critical care nursing and intensivist charges. Medical Advice: Medical Advice means any consultation or advice from a Medical Practitioner including the issuance of any prescription or follow-up prescription.""]",6,1,"[""Classic_Group_Health_Insurance_6e05831c03.pdf_45"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_22"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_41"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_30"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_26"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_15""]","[""Classic_Group_Health_Insurance_6e05831c03.pdf_14""]",,0.4777777777618519,1.0,0.7400731872349557,0.7857142857142857,0.5,1.0,1.0,0.5887578170480577,0.194331216286588,0.11594202898550725,0.09420289855072463
Q_025,What does the policy define as medical advice?,"This policy does not explicitly define ""teleconsultation services"" or ""remote medical consultation"" as separate terms. However, it does include a broader category called ""Medical Advice,"" which covers any consultation or advice from a medical practitioner, including the issuance of prescriptions or follow-up prescriptions. This likely includes virtual or remote consultations with doctors, as long as it meets the definition of medical advice.",Medical Advice means any consultation or advice from a Medical Practitioner including the issuance of any prescription or follow-up prescription.,"[""ICU Charges: ICU (Intensive Care Unit) Charges means the amount charged by a Hospital towards ICU expenses which shall include the expenses for ICU bed, general medical support services provided to any ICU patient including monitoring devices, critical care nursing and intensivist charges. Medical Advice: Medical Advice means any consultation or advice from a Medical Practitioner including the issuance of any prescription or follow-up prescription. Medical Expenses: Medical Expenses means those expenses that an Insured Person has necessarily and actually incurred for medical treatment on account of Illness or Accident on the advice of a Medical Practitioner, as long as these are no more than would have been payable if the Insured Person had not been insured and Policy Wordings Classic Group Health Insurance Unique Identification No.: SHAHLGP21239V022021 3""]","[""Injury: Injury means accidental physical bodily harm excluding illness or disease solely and directly caused by external, violent, visible and evident means which is verified and certified by a Medical Practitioner. Inpatient Care Inpatient care means treatment for which the insured person has to stay in a hospital for more than 24 hours for a covered event. Intensive Care Unit: Intensive care unit means an identified section, ward or wing of a hospital which is under the constant supervision of a dedicated medical practitioner(s), and which is specially equipped for the continuous monitoring and treatment of patients who are in a critical condition, or require life support facilities and where the level of care and supervision is considerably more sophisticated and intensive than in the ordinary and other wards. ICU Charges: ICU (Intensive Care Unit) Charges means the amount charged by a Hospital towards ICU expenses which shall include the expenses for ICU bed, general medical support services provided to any ICU patient including monitoring devices, critical care nursing and intensivist charges. Medical Advice: Medical Advice means any consultation or advice from a Medical Practitioner including the issuance of any prescription or follow-up prescription.""]",1,1,"[""Classic_Group_Health_Insurance_6e05831c03.pdf_15""]","[""Classic_Group_Health_Insurance_6e05831c03.pdf_14""]",,0.9999999999,1.0,0.0,0.5,0.75,1.0,0.5,0.6050343674606271,0.021669482721594253,0.4523809523809524,0.4523809523809524
Q_026,What does the policy mean by a network provider?,"In this insurance policy, an ""in-network healthcare provider"" is a hospital or doctor that has a special agreement with the insurance company to provide services to you at agreed-upon rates. When you use these providers, you usually get better coverage and lower out-of-pocket costs because the insurance company has already negotiated fair prices with them. These providers may also offer cashless treatment, meaning you don’t have to pay upfront and the insurance company settles the bill directly with them.

An ""out-of-network healthcare provider"" is any hospital, doctor, or clinic that does not have this agreement with your insurance company. If you visit these providers, you may have to pay more out-of-pocket because the insurance company hasn’t negotiated rates with them. The policy does not explicitly explain how reimbursement works for out-of-network providers in these chunks, but generally, you would likely pay more, and the insurance company might cover less of the cost.","Network Provider means hospitals or health care providers enlisted by an insurer, TPA or jointly by an Insurer and TPA to provide medical services to an insured by a cashless facility.","[""Network Provider: Network Provider means hospitals or health care providers enlisted by an insurer, TPA or jointly by an Insurer and TPA to provide medical services to an insured by a cashless facility. Non-Network Provider: Non-Network means any hospital, day care centre or other provider that is not part of the network. Notification of Claim: Notification of claim means the process of intimating a claim to the insurer or TPA through any of the recognized modes of communication."", ""27. Excluded Hospitals (providers): Insured can refer the company website using the following link to the list of excluded hospitals. https://www.starhealth.in/lookup/hospital/#excluded-hospital List of Ombudsman Jurisdiction of Office""]","[""Network Provider: Network Provider means hospitals or health care providers enlisted by an insurer, TPA or jointly by an Insurer and TPA to provide medical services to an insured by a cashless facility. Non-Network Provider: Non-Network means any hospital, day care centre or other provider that is not part of the network. Notification of Claim: Notification of claim means the process of intimating a claim to the insurer or TPA through any of the recognized modes of communication.""]",2,1,"[""Classic_Group_Health_Insurance_6e05831c03.pdf_18"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_122""]","[""Classic_Group_Health_Insurance_6e05831c03.pdf_18""]",,0.9999999999,1.0,0.5895156015004613,0.23076923076923078,0.25,1.0,1.0,0.5955365505315402,0.03777641860480836,0.1948717948717949,0.11282051282051284
Q_027,How does the policy define surgery or surgical procedure?,"This insurance policy covers surgical procedures, whether elective (planned) or non-elective (emergency), but only if certain conditions are met. Surgery is defined as any manual or operative procedure done in a hospital or day care center by a doctor to treat illness, injury, or deformity. For reimbursement, the surgery must be medically necessary and performed based on a doctor’s advice. The policy also requires that the surgery follows standard clinical guidelines. Additionally, the patient must be at least 18 years old. The policy does not specify separate rules for elective vs. non-elective surgeries, but it does exclude coverage for certain conditions during the first 36 months of the policy (unless due to an accident).","Surgery or Surgical Procedure means manual and/or operative procedures required for treatment of an illness or injury, correction of deformities and defects, diagnosis and cure of diseases, relief from suffering and prolongation of life, performed in a hospital or day care centre by a medical practitioner.","[""Reasonable and Customary Charges: Reasonable and Customary charges means the charges for services or supplies, which are the standard charges for the specific provider and consistent with the prevailing charges in the geographical area for identical or similar services, taking into account the nature of the illness / injury involved. Room Rent: Room Rent means the amount charged by a Hospital towards Room and Boarding expenses and shall include the associated medical expenses. Specific waiting period: Specific waiting period means a period up to 36 months from the commencement of a health insurance policy during which period specified diseases/treatments (except due to an accident) are not covered. On completion of the period, diseases/treatments shall be covered provided the policy has been continuously renewed without any break. Surgery or Surgical Procedure: Surgery or Surgical Procedure means manual and / or operative procedure(s) required for treatment of an illness or injury, correction of deformities and defects, diagnosis and cure of diseases, relief from suffering and prolongation of life, performed in a hospital or day care centre by a medical practitioner."", ""Policy Wordings Classic Group Health Insurance Unique Identification No.: SHAHLGP21239V022021 9 A. Surgery to be conducted is upon the advice of the Doctor B. The surgery/Procedure conducted should be supported by clinical protocols C. The member has to be 18 years of age or older and D. Body Mass Index (BMI);""]","[""Surgery or Surgical Procedure: Surgery or Surgical Procedure means manual and / or operative procedure(s) required for treatment of an illness or injury, correction of deformities and defects, diagnosis and cure of diseases, relief from suffering and prolongation of life, performed in a hospital or day care centre by a medical practitioner. Unproven/Experimental treatment: Unproven/Experimental treatment means the treatment including drug experimental therapy which is not based on established medical practice in India, is treatment experimental or unproven.""]",2,1,"[""Classic_Group_Health_Insurance_6e05831c03.pdf_22"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_61""]","[""Classic_Group_Health_Insurance_6e05831c03.pdf_23""]",,0.99999999995,1.0,0.7437735899262137,0.7272727272727273,0.5,1.0,1.0,0.6392589582732682,0.006949999011151207,0.3292682926829268,0.18292682926829265
Q_028,What is considered a pre-existing disease in this policy?,"This policy defines a pre-existing medical condition as a health issue for which you either received medical advice or treatment from a doctor within 36 months before your policy started. This includes any illness, injury, or symptom that was diagnosed or treated by a physician during that time. For example, if you had high blood pressure or a back problem and saw a doctor about it within three years before your policy began, it would be considered a pre-existing condition.

For coverage related to pre-existing conditions, the policy has a 36-month waiting period. This means that expenses for treating the pre-existing condition and its complications will not be covered until you have had continuous coverage with this insurer for at least 36 months from the start of your policy. Once this waiting period is over, coverage for the pre-existing condition will apply if it was declared and accepted by the insurer at the time of applying for the policy.","A pre-existing disease is any condition, ailment, injury or disease that was diagnosed by a physician within 36 months prior to the commencement of the policy or for which medical advice or treatment was recommended or received within that period.","[""A. Expenses related to the treatment of a pre-existing Disease (PED) and its direct complications shall be excluded until the expiry of 36 months of continuous coverage after the date of inception of the first"", ""A. Expenses related to the treatment of the following listed Conditions, surgeries/treatments shall be excluded until the expiry of 24 months of continuous coverage after the date of inception of the first policy with us. This exclusion shall not be applicable for claims arising due to an accident. B. In case of enhancement of sum insured the exclusion shall apply afresh to the extent of sum insured increase. C. If any of the specified disease/procedure falls under the waiting period specified for pre-Existing diseases, then the longer of the two waiting periods shall apply. D. The waiting period for listed conditions shall apply even if contracted after the policy or declared and"", ""or b) For which medical advice or treatment was recommended by, or received from, a physician, not more than 36 months prior to the date of commencement of the policy. Pre-hospitalization Medical Expenses: Pre-hospitalization Medical Expenses means medical expenses incurred during pre-defined number of days preceding the hospitalization of the Insured Person, provided that: i. Such Medical Expenses are incurred for the same condition for which the Insured Person\u2019s Hospitalization was required, and ii. The In-patient Hospitalization claim for such Hospitalization is admissible by the Insurance Company Post-hospitalization Medical Expenses: Post-hospitalization Medical Expenses means medical expenses incurred during pre-defined number of days immediately after the insured person is discharged from the"", ""D. Coverage under the policy after the expiry of 36 months for any pre-existing disease is subject to the same being declared at the time of application and accepted by Insurer.""]","[""a) That is/are diagnosed by a physician not more than 36 months prior to the date of commencement of the"", ""or b) For which medical advice or treatment was recommended by, or received from, a physician, not more than 36 months prior to the date of commencement of the policy. Pre-hospitalization Medical Expenses: Pre-hospitalization Medical Expenses means medical expenses incurred during pre-defined number of days preceding the hospitalization of the Insured Person, provided that: i. Such Medical Expenses are incurred for the same condition for which the Insured Person\u2019s Hospitalization was required, and ii. The In-patient Hospitalization claim for such Hospitalization is admissible by the Insurance Company Post-hospitalization Medical Expenses: Post-hospitalization Medical Expenses means medical expenses incurred during pre-defined number of days immediately after the insured person is discharged from the""]",4,2,"[""Classic_Group_Health_Insurance_6e05831c03.pdf_47"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_50"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_20"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_49""]","[""Classic_Group_Health_Insurance_6e05831c03.pdf_19"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_20""]",,0.8055555555287036,1.0,0.8532230050846189,0.5,1.0,1.0,1.0,0.8364995107885702,0.09070800131268798,0.3398058252427185,0.1941747572815534
Q_029,What is the grace period allowed for paying premiums?,"The specified premium payment grace period in this policy is either 15 days or 30 days. If you pay your premium monthly, you have 15 days after the due date to make the payment without losing coverage. For all other payment modes (like yearly, quarterly, or bi-annual), you get a 30-day grace period. This means you can pay the premium within this timeframe and keep your policy active without any gaps in benefits like waiting periods or coverage for pre-existing diseases.",The grace period for payment of the premium is fifteen days where the premium payment mode is monthly and thirty days in all other cases.,"[""Undertaken under General or Local Anesthesia in a hospital/day care centre in less than 24 hrs because of technological advancement, and ii. which would have otherwise required hospitalization of more than 24 hours Treatment normally taken on an out-patient basis is not included in the scope of this definition Disclosure to information norm: The policy shall be void and all premium paid thereon shall be forfeited to the Company in the event of misrepresentation, mis-description or non-disclosure of any material fact. Grace Period: Grace period means the specified period of time, immediately following the premium due date during which premium payment can be made to renew or continue a policy in force without loss of continuity benefits pertaining to waiting periods and coverage of Pre-Existing Diseases. Coverage need not be available during the period for which no premium is received. The Grace Period for payment of the premium for all types of insurance policies shall be: fifteen Days where premium payment mode is monthly and thirty Days in all other cases. Provided the insurers shall offer coverage during the Grace Period, if the premium is paid in instalments during"", ""3. At the end of the policy period, the policy shall terminate and can be renewed within the Grace Period of 30 days to maintain continuity of benefits without break in policy.""]","[""Undertaken under General or Local Anesthesia in a hospital/day care centre in less than 24 hrs because of technological advancement, and ii. which would have otherwise required hospitalization of more than 24 hours Treatment normally taken on an out-patient basis is not included in the scope of this definition Disclosure to information norm: The policy shall be void and all premium paid thereon shall be forfeited to the Company in the event of misrepresentation, mis-description or non-disclosure of any material fact. Grace Period: Grace period means the specified period of time, immediately following the premium due date during which premium payment can be made to renew or continue a policy in force without loss of continuity benefits pertaining to waiting periods and coverage of Pre-Existing Diseases. Coverage need not be available during the period for which no premium is received. The Grace Period for payment of the premium for all types of insurance policies shall be: fifteen Days where premium payment mode is monthly and thirty Days in all other cases. Provided the insurers shall offer coverage during the Grace Period, if the premium is paid in instalments during""]",2,1,"[""Classic_Group_Health_Insurance_6e05831c03.pdf_9"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_103""]","[""Classic_Group_Health_Insurance_6e05831c03.pdf_9""]",,0.9999999999,1.0,0.862390891346788,1.0,1.0,1.0,1.0,0.8324867993529659,0.045346202272046325,0.3486238532110092,0.18348623853211007
Q_030,What is the definition of a hospital according to the policy?,"In this policy, a ""covered healthcare facility"" or ""inpatient care institution"" is defined as a hospital. This means it is an institution set up to provide care for patients who stay overnight (in-patient care) or receive treatment during the day (day care). To qualify as a covered hospital, it must be officially registered with local authorities under specific laws in India, like the Clinical Establishments (Registration and Regulation) Act 2010. Additionally, it must meet certain minimum standards, such as having qualified doctors and nurses available around the clock, a certain number of beds (at least 10 in smaller towns or 15 in larger areas), its own operating room for surgeries, and proper record-keeping for patient treatment.","A hospital is an institution established for in-patient care and day care treatment of illness or injury, registered with local authorities or compliant with minimum criteria such as having qualified nursing staff round the clock, a qualified medical practitioner in charge, a fully equipped operation theatre, required inpatient beds depending on population, and maintaining daily patient records accessible to the insurer.","[""Policy Wordings Classic Group Health Insurance Unique Identification No.: SHAHLGP21239V022021 2 Hospital: A hospital means any institution established for in-patient care and day care treatment of illness and/or injuries and which has been registered as a hospital with the local authorities under Clinical Establishments (Registration and Regulation) Act 2010 or under enactments specified under the Schedule of Section 56(1) of the said act Or complies with all minimum criteria as under: i) has qualified nursing staff under its employment round the clock ii) has at least 10 in-patient beds in towns having a population of less than 10,00,000 and at least 15 in- patient beds in all other places iii) has qualified medical practitioner(s) in charge round the clock iv) has a fully equipped operation theatre of its own where surgical procedures are carried out v) maintains daily records of patients and makes these accessible to the insurance company\u2019s authorized personnel Illness: Illness means a sickness or a disease or pathological condition leading to the impairment of normal physiological function and requires medical treatment"", ""Diagnosis: Diagnosis means Diagnosis by a registered medical practitioner, supported by clinical, radiological, and histological, histo-pathological and laboratory evidence and also surgical evidence wherever applicable, acceptable to the Company. Group Administrator: Group Administrator means the proposer mentioned in the policy schedule Insured Person: Insured Person means the name/s of persons shown in the schedule of the Policy. In-Patient: In-Patient means an Insured Person who is admitted to Hospital and stays there for a minimum period of 24 hours for the sole purpose of receiving treatment. C. COVERAGE In consideration of the premium paid, subject to the terms, conditions, exclusions and definitions contained herein the Company agrees as under.""]","[""Policy Wordings Classic Group Health Insurance Unique Identification No.: SHAHLGP21239V022021 2 Hospital: A hospital means any institution established for in-patient care and day care treatment of illness and/or injuries and which has been registered as a hospital with the local authorities under Clinical Establishments (Registration and Regulation) Act 2010 or under enactments specified under the Schedule of Section 56(1) of the said act Or complies with all minimum criteria as under: i) has qualified nursing staff under its employment round the clock ii) has at least 10 in-patient beds in towns having a population of less than 10,00,000 and at least 15 in- patient beds in all other places iii) has qualified medical practitioner(s) in charge round the clock iv) has a fully equipped operation theatre of its own where surgical procedures are carried out v) maintains daily records of patients and makes these accessible to the insurance company\u2019s authorized personnel Illness: Illness means a sickness or a disease or pathological condition leading to the impairment of normal physiological function and requires medical treatment""]",2,1,"[""Classic_Group_Health_Insurance_6e05831c03.pdf_10"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_25""]","[""Classic_Group_Health_Insurance_6e05831c03.pdf_10""]",,0.9999999999,1.0,0.5311924860046476,0.9230769230769231,0.75,1.0,1.0,0.7468521876180171,0.006075708538329854,0.45555555555555555,0.3111111111111111
Q_031,When will pre-existing diseases be covered under the policy?,"The waiting period for pre-existing medical conditions as defined in your policy is generally 36 months (3 years) from the start of your insurance coverage. This means that if you had a health issue before taking out this policy, expenses related to that condition will not be covered until you have been continuously insured with this company for at least 3 years.","Expenses related to treatment of a pre-existing disease and its complications are excluded until the expiry of 36 months of continuous coverage from the first policy inception, and coverage after 36 months is subject to the disease being declared at the time of application and accepted by the insurer.","[""A. Expenses related to the treatment of a pre-existing Disease (PED) and its direct complications shall be excluded until the expiry of 36 months of continuous coverage after the date of inception of the first"", ""A. Expenses related to the treatment of the following listed Conditions, surgeries/treatments shall be excluded until the expiry of 24 months of continuous coverage after the date of inception of the first policy with us. This exclusion shall not be applicable for claims arising due to an accident. B. In case of enhancement of sum insured the exclusion shall apply afresh to the extent of sum insured increase. C. If any of the specified disease/procedure falls under the waiting period specified for pre-Existing diseases, then the longer of the two waiting periods shall apply. D. The waiting period for listed conditions shall apply even if contracted after the policy or declared and"", ""D. Coverage under the policy after the expiry of 36 months for any pre-existing disease is subject to the same being declared at the time of application and accepted by Insurer.""]","[""A. Expenses related to the treatment of a pre-existing Disease (PED) and its direct complications shall be excluded until the expiry of 36 months of continuous coverage after the date of inception of the first"", ""D. Coverage under the policy after the expiry of 36 months for any pre-existing disease is subject to the same being declared at the time of application and accepted by Insurer.""]",3,2,"[""Classic_Group_Health_Insurance_6e05831c03.pdf_47"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_50"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_49""]","[""Classic_Group_Health_Insurance_6e05831c03.pdf_47"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_49""]",,0.8333333332916666,1.0,0.6877275052512676,1.0,0.5,1.0,1.0,0.7150919655653571,0.01976441659696593,0.35398230088495575,0.17699115044247787
Q_032,Are treatments for illnesses in the first 30 days covered by the policy?,"No, the policy does not cover medically necessary treatments or inpatient hospitalization during the first 30 days after the policy starts, unless the expenses are due to an accident. This is called the ""30-day waiting period"" and it applies to most illnesses or conditions that arise during that time.","Expenses related to treatment of any illness within 30 days from the first policy commencement date are excluded, except for claims arising due to an accident.","[""A. Expenses related to the treatment of any illness within 30 days from the first policy commencement date shall be excluded except claims arising due to an accident, provided the same are covered B. This exclusion shall not, however, apply if the Insured Person has Continuous Coverage for more than twelve months C. The within referred waiting period is made applicable to the enhanced sum insured in the event of granting higher sum insured subsequently"", ""5. In the event of the group policy being discontinued or not renewed or when the members of the group leave the group on account of resignation/retirement/termination or otherwise, the following provision shall apply. a. The insured person/s covered under this group policy will be granted cover under Indemnity based Individual Health Policy. In respect of persons who have been covered continuously for a period of one year under this group policy with the Company, exclusion Code Excl \u2013 03 shall be waived. b. In respect of persons who have been covered continuously for a period of two years under this group policy with the Company, exclusions Code Excl-03 and Code Excl-02 shall be waived c. In respect of persons who have been covered continuously for a period of three years under this group policy with the Company, exclusions Code Excl-03, Code Excl-02 and Code Excl-01 shall be waived.""]","[""A. Expenses related to the treatment of any illness within 30 days from the first policy commencement date shall be excluded except claims arising due to an accident, provided the same are covered B. This exclusion shall not, however, apply if the Insured Person has Continuous Coverage for more than twelve months C. The within referred waiting period is made applicable to the enhanced sum insured in the event of granting higher sum insured subsequently""]",2,1,"[""Classic_Group_Health_Insurance_6e05831c03.pdf_58"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_104""]","[""Classic_Group_Health_Insurance_6e05831c03.pdf_58""]",,0.9999999999,1.0,0.8458513557854465,0.8,1.0,1.0,1.0,0.7345184414086438,0.10985970458010323,0.3947368421052631,0.2631578947368421
Q_033,What medical expenses are included in ICU charges?,"The Intensive Care Unit (ICU) coverage in this policy includes the costs of specialized care provided in a hospital’s ICU for patients who are critically ill or need life support. This includes the cost of the ICU bed itself, as well as the expenses for critical care services such as:
- Medical monitoring devices (like heart rate, blood pressure, or oxygen level trackers)
- Skilled nursing care specifically for ICU patients
- Charges for intensivists (specialist doctors who focus on critical care)

These services are only covered if the patient is admitted to the ICU for more than 24 hours due to a covered illness or injury.","ICU charges include the expenses for ICU bed, general medical support services provided to ICU patients including monitoring devices, critical care nursing and intensivist charges.","[""Injury: Injury means accidental physical bodily harm excluding illness or disease solely and directly caused by external, violent, visible and evident means which is verified and certified by a Medical Practitioner. Inpatient Care Inpatient care means treatment for which the insured person has to stay in a hospital for more than 24 hours for a covered event. Intensive Care Unit: Intensive care unit means an identified section, ward or wing of a hospital which is under the constant supervision of a dedicated medical practitioner(s), and which is specially equipped for the continuous monitoring and treatment of patients who are in a critical condition, or require life support facilities and where the level of care and supervision is considerably more sophisticated and intensive than in the ordinary and other wards. ICU Charges: ICU (Intensive Care Unit) Charges means the amount charged by a Hospital towards ICU expenses which shall include the expenses for ICU bed, general medical support services provided to any ICU patient including monitoring devices, critical care nursing and intensivist charges. Medical Advice: Medical Advice means any consultation or advice from a Medical Practitioner including the issuance of any prescription or follow-up prescription."", ""ICU Charges: ICU (Intensive Care Unit) Charges means the amount charged by a Hospital towards ICU expenses which shall include the expenses for ICU bed, general medical support services provided to any ICU patient including monitoring devices, critical care nursing and intensivist charges. Medical Advice: Medical Advice means any consultation or advice from a Medical Practitioner including the issuance of any prescription or follow-up prescription. Medical Expenses: Medical Expenses means those expenses that an Insured Person has necessarily and actually incurred for medical treatment on account of Illness or Accident on the advice of a Medical Practitioner, as long as these are no more than would have been payable if the Insured Person had not been insured and Policy Wordings Classic Group Health Insurance Unique Identification No.: SHAHLGP21239V022021 3""]","[""Injury: Injury means accidental physical bodily harm excluding illness or disease solely and directly caused by external, violent, visible and evident means which is verified and certified by a Medical Practitioner. Inpatient Care Inpatient care means treatment for which the insured person has to stay in a hospital for more than 24 hours for a covered event. Intensive Care Unit: Intensive care unit means an identified section, ward or wing of a hospital which is under the constant supervision of a dedicated medical practitioner(s), and which is specially equipped for the continuous monitoring and treatment of patients who are in a critical condition, or require life support facilities and where the level of care and supervision is considerably more sophisticated and intensive than in the ordinary and other wards. ICU Charges: ICU (Intensive Care Unit) Charges means the amount charged by a Hospital towards ICU expenses which shall include the expenses for ICU bed, general medical support services provided to any ICU patient including monitoring devices, critical care nursing and intensivist charges. Medical Advice: Medical Advice means any consultation or advice from a Medical Practitioner including the issuance of any prescription or follow-up prescription."", ""ICU Charges: ICU (Intensive Care Unit) Charges means the amount charged by a Hospital towards ICU expenses which shall include the expenses for ICU bed, general medical support services provided to any ICU patient including monitoring devices, critical care nursing and intensivist charges. Medical Advice: Medical Advice means any consultation or advice from a Medical Practitioner including the issuance of any prescription or follow-up prescription. Medical Expenses: Medical Expenses means those expenses that an Insured Person has necessarily and actually incurred for medical treatment on account of Illness or Accident on the advice of a Medical Practitioner, as long as these are no more than would have been payable if the Insured Person had not been insured and Policy Wordings Classic Group Health Insurance Unique Identification No.: SHAHLGP21239V022021 3""]",2,2,"[""Classic_Group_Health_Insurance_6e05831c03.pdf_14"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_15""]","[""Classic_Group_Health_Insurance_6e05831c03.pdf_14"", ""Classic_Group_Health_Insurance_6e05831c03.pdf_15""]",,0.99999999995,1.0,0.7108862746150587,0.6153846153846154,0.75,1.0,1.0,0.7885304549554997,0.019508315563589545,0.3384615384615385,0.16923076923076924
